-0.0546265	0	
-0.0546265	0	
-0.0546265	0	
-0.0546265	0	
-0.0543213	0	
-0.0540161	0	
-0.0540161	0	
-0.0537109	0	
-0.0534058	0	
-0.0531006	0	
-0.0531006	0	
-0.0527954	0	
-0.0524902	0	
-0.0521851	0	
-0.0518799	0	
-0.0518799	0	
-0.0515747	0	
-0.0515747	0	
-0.0512695	0	
-0.0509644	0	
-0.0506592	0	
-0.050354	0	
-0.0500488	0	
-0.0497437	0	
-0.0491333	0	
-0.0488281	0	
-0.0485229	0	
-0.0479126	0	
-0.0476074	0	
-0.0473022	0	
-0.0469971	0	
-0.0469971	0	
-0.0466919	0	
-0.0463867	0	
-0.0463867	0	
-0.0460815	0	
-0.0460815	0	
-0.0460815	0	
-0.0460815	0	
-0.0460815	0	
-0.0460815	0	
-0.0460815	0	
-0.0460815	0	
-0.0457764	0	
-0.0457764	0	
-0.0457764	0	
-0.0457764	0	
-0.0454712	0	
-0.0454712	0	
-0.045166	0	
-0.045166	0	
-0.0448608	0	
-0.0448608	0	
-0.0445557	0	
-0.0442505	0	
-0.0439453	0	
-0.0436401	0	
-0.043335	0	
-0.0430298	0	
-0.0427246	0	
-0.0424194	0	
-0.0421143	0	
-0.0421143	0	
-0.0418091	0	
-0.0418091	0	
-0.0415039	0	
-0.0411987	0	
-0.0411987	0	
-0.0408936	0	
-0.0405884	0	
-0.0405884	0	
-0.0402832	0	
-0.039978	0	
-0.039978	0	
-0.039978	0	
-0.039978	0	
-0.039978	0	
-0.039978	0	
-0.039978	0	
-0.0402832	0	
-0.0402832	0	
-0.0402832	0	
-0.0402832	0	
-0.0402832	0	
-0.0402832	0	
-0.039978	0	
-0.039978	0	
-0.0396729	0	
-0.0396729	0	
-0.0396729	0	
-0.0396729	0	
-0.0396729	0	
-0.0393677	0	
-0.0393677	0	
-0.0393677	0	
-0.0390625	0	
-0.0390625	0	
-0.0387573	0	
-0.0384521	0	
-0.038147	0	
-0.038147	0	
-0.038147	0	
-0.0378418	0	
-0.0378418	0	
-0.0378418	0	
-0.0375366	0	
-0.0372314	0	
-0.0372314	0	
-0.0369263	0	
-0.0369263	0	
-0.0366211	0	
-0.0366211	0	
-0.0366211	0	
-0.0366211	0	
-0.0366211	0	
-0.0366211	0	
-0.0366211	0	
-0.0366211	0	
-0.0366211	0	
-0.0369263	0	
-0.0369263	0	
-0.0369263	0	
-0.0372314	0	
-0.0372314	0	
-0.0375366	0	
-0.0375366	0	
-0.0375366	0	
-0.0375366	0	
-0.0375366	0	
-0.0375366	0	
-0.0375366	0	
-0.0375366	0	
-0.0375366	0	
-0.0375366	0	
-0.0375366	0	
-0.0378418	0	
-0.0378418	0	
-0.0378418	0	
-0.0378418	0	
-0.0378418	0	
-0.0378418	0	
-0.0378418	0	
-0.0375366	0	
-0.0375366	0	
-0.0372314	0	
-0.0369263	0	
-0.0366211	0	
-0.0363159	0	
-0.0360107	0	
-0.0357056	0	
-0.0354004	0	
-0.0350952	0	
-0.03479	0	
-0.03479	0	
-0.0344849	0	
-0.0344849	0	
-0.0344849	0	
-0.0341797	0	
-0.0341797	0	
-0.0341797	0	
-0.0338745	0	
-0.0338745	0	
-0.0338745	0	
-0.0338745	0	
-0.0338745	0	
-0.0335693	0	
-0.0332642	0	
-0.032959	0	
-0.0326538	0	
-0.0326538	0	
-0.0323486	0	
-0.0320435	0	
-0.0320435	0	
-0.0320435	0	
-0.0320435	0	
-0.0320435	0	
-0.0320435	0	
-0.0320435	0	
-0.0320435	0	
-0.0317383	0	
-0.0317383	0	
-0.0317383	0	
-0.0317383	0	
-0.0317383	0	
-0.0314331	0	
-0.0314331	0	
-0.0311279	0	
-0.0311279	0	
-0.0308228	0	
-0.0308228	0	
-0.0305176	0	
-0.0305176	0	
-0.0305176	0	
-0.0302124	0	
-0.0302124	0	
-0.0302124	0	
-0.0299072	0	
-0.0299072	0	
-0.0296021	0	
-0.0296021	0	
-0.0292969	0	
-0.0289917	0	
-0.0286865	0	
-0.0283813	0	
-0.0280762	0	
-0.0274658	0	
-0.0271606	0	
-0.0271606	0	
-0.0268555	0	
-0.0268555	0	
-0.0268555	0	
-0.0265503	0	
-0.0265503	0	
-0.0265503	0	
-0.0265503	0	
-0.0265503	0	
-0.0265503	0	
-0.0265503	0	
-0.0262451	0	
-0.0262451	0	
-0.0262451	0	
